,Name of movie,Year of relase,Watchtime,Movie Rating,Metascore,Vote,Gross,Description,Director,Stars
429,Suspicion,1941,99,7.3,83,"39,588",$4.50M,"A shy young heiress marries a charming gentleman, and soon begins to suspect he is planning to murder her.",Alfred Hitchcock,"['Cary Grant', 'Joan Fontaine', 'Cedric Hardwicke', 'Nigel Bruce']"
430,The Stranger,1946,95,7.3,76,"27,102",*****,An investigator from the War Crimes Commission travels to Connecticut to find an infamous Nazi.,Orson Welles,"['Orson Welles', 'Edward G. Robinson', 'Loretta Young', 'Philip Merivale']"
431,Bản Danh Sách Của Schindler,1993,195,9.0,95,"1,364,153",$96.90M,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",Steven Spielberg,"['Liam Neeson', 'Ralph Fiennes', 'Ben Kingsley', 'Caroline Goodall']"
432,Trái Tim Dũng Cảm,1995,178,8.4,68,"1,043,692",$75.60M,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,Mel Gibson,"['Mel Gibson', 'Sophie Marceau', 'Patrick McGoohan', 'Angus Macfadyen']"
433,Anh Hùng Hamilton,2020,160,8.4,89,"97,487",*****,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",Thomas Kail,"['Lin-Manuel Miranda', 'Phillipa Soo', 'Leslie Odom Jr.', 'Renée Elise Goldsberry']"
434,Sardar Udham,2021,164,8.4,^^^^^^,"43,281",*****,A biopic detailing the 2 decades that Punjabi Sikh revolutionary Udham Singh spent planning the assassination of the man responsible for the Jallianwala Bagh massacre.,Shoojit Sircar,"['Vicky Kaushal', 'Shaun Scott', 'Stephen Hogan', 'Amol Parashar']"
435,Ayla: The Daughter of War,2017,125,8.3,^^^^^^,"40,756",*****,"In 1950, amidst the ravages of the Korean War, Sergeant Süleyman stumbles upon a half-frozen little girl with no parents, and no help in sight. Frantic, scared and on the verge of death, ...                See full summary »",Can Ulkay,"['Çetin Tekindor', 'Ismail Hacioglu', 'Kyung-jin Lee', 'Kim Seol']"
436,Ngày Tàn Của Hitler,2004,156,8.2,82,"358,473",$5.51M,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",Oliver Hirschbiegel,"['Bruno Ganz', 'Alexandra Maria Lara', 'Ulrich Matthes', 'Juliane Köhler']"
437,Cuộc Đào Thoát Vĩ Đại,1963,172,8.2,86,"246,748",$12.10M,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,John Sturges,"['Steve McQueen', 'James Garner', 'Richard Attenborough', 'Charles Bronson']"
438,Bài Ca Khổ Hình Của Joan of Arc,1928,110,8.2,^^^^^^,"56,107",$0.02M,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.",Carl Theodor Dreyer,"['Maria Falconetti', 'Eugene Silvain', 'André Berley', 'Maurice Schutz']"
439,Uri: The Surgical Strike,2019,138,8.2,^^^^^^,"65,626",$4.19M,"Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group.",Aditya Dhar,"['Vicky Kaushal', 'Paresh Rawal', 'Mohit Raina', 'Yami Gautam']"
440,Người Hùng Không Súng,2016,139,8.1,71,"534,648",$67.21M,"World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.",Mel Gibson,"['Andrew Garfield', 'Sam Worthington', 'Luke Bracey', 'Teresa Palmer']"
441,12 Năm Nô Lệ,2013,134,8.1,96,"706,681",$56.67M,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",Steve McQueen,"['Chiwetel Ejiofor', 'Michael Kenneth Williams', 'Michael Fassbender', 'Brad Pitt']"
442,Khách Sạn Rwanda,2004,121,8.1,79,"358,571",$23.53M,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.",Terry George,"['Don Cheadle', 'Sophie Okonedo', 'Joaquin Phoenix', 'Xolani Mali']"
443,Inherit the Wind,1960,128,8.1,75,"30,950",*****,"Based on a real-life case in 1925, two great lawyers argue the case for and against a Tennessee science teacher accused of the crime of teaching evolution.",Stanley Kramer,"['Spencer Tracy', 'Fredric March', 'Gene Kelly', 'Dick York']"
444,The Message,1976,177,8.1,^^^^^^,"48,382",*****,This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.,Moustapha Akkad,"['Anthony Quinn', 'Irene Papas', 'Michael Ansara', 'Johnny Sekka']"
445,Andrei Rublev,1966,205,8.1,^^^^^^,"54,510",$0.10M,"The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev.",Andrei Tarkovsky,"['Anatoliy Solonitsyn', 'Ivan Lapikov', 'Nikolay Grinko', 'Nikolay Sergeev']"
446,Kumonosu-jô,1957,110,8.1,^^^^^^,"53,101",*****,"A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle.",Akira Kurosawa,"['Toshirô Mifune', 'Minoru Chiaki', 'Isuzu Yamada', 'Takashi Shimura']"
447,JFK,1991,189,8.0,72,"159,342",$70.41M,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,Oliver Stone,"['Kevin Costner', 'Gary Oldman', 'Jack Lemmon', 'Walter Matthau']"
448,Nhà Vua Nói Lắp,2010,118,8.0,88,"685,319",$138.80M,"The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",Tom Hooper,"['Colin Firth', 'Geoffrey Rush', 'Helena Bonham Carter', 'Derek Jacobi']"
449,Cuộc Đời Gandhi,1982,191,8.0,79,"234,005",$52.77M,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,Richard Attenborough,"['Ben Kingsley', 'John Gielgud', 'Rohini Hattangadi', 'Roshan Seth']"
450,Diệp Vấn,2008,106,8.0,59,"226,001",*****,"During the Japanese invasion of China, a wealthy martial artist is forced to leave his home when his city is occupied. With little means of providing for themselves, Ip Man and the remaining members of the city must find a way to survive.",Wilson Yip,"['Donnie Yen', 'Simon Yam', 'Siu-Wong Fan', 'Ka-Tung Lam']"
451,Con Báo,1963,186,8.0,100,"26,749",*****,"The Prince of Salina, a noble aristocrat of impeccable integrity, tries to preserve his family and class amid the tumultuous social upheavals of 1860s Sicily.",Luchino Visconti,"['Burt Lancaster', 'Alain Delon', 'Claudia Cardinale', 'Paolo Stoppa']"
452,Aida Và Cuộc Đàm Phán Sinh Tử,2020,101,8.0,97,"34,709",*****,"Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp.",Jasmila Zbanic,"['Jasna Djuricic', 'Izudin Bajrovic', 'Boris Ler', 'Dino Bajrovic']"
453,Giấc Mơ Kỳ Lạ,2007,96,8.0,90,"96,064",$4.45M,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.,"Directors:Vincent Paronnaud, Marjane Satrapi","['Chiara Mastroianni', 'Catherine Deneuve', 'Gena Rowlands', 'Danielle Darrieux']"
454,Mười Điều Răn Của Chúa,1956,220,7.9,^^^^^^,"72,146",$93.74M,"Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery.",Cecil B. DeMille,"['Charlton Heston', 'Yul Brynner', 'Anne Baxter', 'Edward G. Robinson']"
455,Spartacus,1960,197,7.9,87,"136,722",$30.00M,"The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising.",Stanley Kubrick,"['Kirk Douglas', 'Laurence Olivier', 'Jean Simmons', 'Charles Laughton']"
456,All the President's Men,1976,138,7.9,84,"117,975",$70.60M,"""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.",Alan J. Pakula,"['Dustin Hoffman', 'Robert Redford', 'Jack Warden', 'Martin Balsam']"
457,Togo,2019,113,7.9,69,"50,592",*****,"The story of Togo, the sled dog who led the 1925 serum run despite being considered too small and weak to lead such an intense race.",Ericson Core,"['Willem Dafoe', 'Julianne Nicholson', 'Christopher Heyerdahl', 'Richard Dormer']"
458,Những Lá Thư Từ Iwo Jima,2006,141,7.9,89,"164,573",$13.76M,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",Clint Eastwood,"['Ken Watanabe', 'Kazunari Ninomiya', 'Tsuyoshi Ihara', 'Ryô Kase']"
459,The Lion in Winter,1968,134,7.9,^^^^^^,"32,166",$22.28M,"1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. When he allows his imprisoned wife Eleanor of Aquitaine out for a Christmas visit, they all variously plot to force him into a decision.",Anthony Harvey,"[""Peter O'Toole"", 'Katharine Hepburn', 'Anthony Hopkins', 'John Castle']"
460,Taeksi woonjunsa,2017,137,7.9,69,"26,062",$1.53M,"A widowed father and taxi driver who drives a German reporter from Seoul to Gwangju to cover the 1980 uprising, soon finds himself regretting his decision after being caught in the violence around him.",Hun Jang,"['Song Kang-ho', 'Thomas Kretschmann', 'Hae-Jin Yoo', 'Ryu Jun-Yeol']"
461,In Cold Blood,1967,134,7.9,89,"27,257",*****,"Two ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers.",Richard Brooks,"['Robert Blake', 'Scott Wilson', 'John Forsythe', 'Paul Stewart']"
462,Võ Sĩ Thế Thân,1980,180,7.9,84,"36,313",*****,A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.,Akira Kurosawa,"['Tatsuya Nakadai', 'Tsutomu Yamazaki', ""Ken'ichi Hagiwara"", 'Jinpachi Nezu']"
463,Bronenosets Potemkin,1925,75,7.9,97,"58,801",$0.05M,"In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre.",Sergei Eisenstein,"['Aleksandr Antonov', 'Vladimir Barskiy', 'Grigoriy Aleksandrov', 'Ivan Bobrov']"
464,Airlift,2016,130,7.9,^^^^^^,"57,535",*****,"When Iraq invades Kuwait in August 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.",Raja Menon,"['Akshay Kumar', 'Nimrat Kaur', 'Kumud Mishra', 'Prakash Belawadi']"
465,Bộ Ba Ưu Việt,2016,127,7.8,74,"234,694",$169.61M,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,Theodore Melfi,"['Taraji P. Henson', 'Octavia Spencer', 'Janelle Monáe', 'Kevin Costner']"
466,Cuộc Di Tản Dunkirk,2017,106,7.8,94,"668,603",$188.37M,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",Christopher Nolan,"['Fionn Whitehead', 'Barry Keoghan', 'Mark Rylance', 'Tom Hardy']"
467,Đại Suy Thoái,2015,130,7.8,81,"438,134",$70.26M,"In 2006-2007 a group of investors bet against the US mortgage market. In their research, they discover how flawed and corrupt the market is.",Adam McKay,"['Christian Bale', 'Steve Carell', 'Ryan Gosling', 'Brad Pitt']"
468,Tombstone,1993,130,7.8,50,"152,580",$56.51M,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.","Directors:George P. Cosmatos, Kevin Jarre","['Kurt Russell', 'Val Kilmer', 'Sam Elliott', 'Bill Paxton']"
469,Straight Outta Compton,2015,147,7.8,72,"205,601",$161.20M,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",F. Gary Gray,"[""O'Shea Jackson Jr."", 'Corey Hawkins', 'Jason Mitchell', 'Neil Brown Jr.']"
470,Vinh Quang,1989,122,7.8,78,"136,989",$26.83M,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",Edward Zwick,"['Matthew Broderick', 'Denzel Washington', 'Cary Elwes', 'Morgan Freeman']"
471,The Right Stuff,1983,193,7.8,91,"62,393",$21.50M,"The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred.",Philip Kaufman,"['Sam Shepard', 'Scott Glenn', 'Ed Harris', 'Dennis Quaid']"
472,Pride,I 2014,119,7.8,79,"58,599",*****,U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,Matthew Warchus,"['Bill Nighy', 'Imelda Staunton', 'Dominic West', 'Paddy Considine']"
473,Sự Hoài Nghi,2008,141,7.8,63,"257,911",$35.74M,Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when they try to pass off an obvious impostor as her missing child.,Clint Eastwood,"['Angelina Jolie', 'Colm Feore', 'Amy Ryan', 'Gattlin Griffith']"
474,Cánh Đồng Chết,1984,141,7.8,76,"56,476",$34.70M,"A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.",Roland Joffé,"['Sam Waterston', 'Haing S. Ngor', 'John Malkovich', 'Julian Sands']"
475,Ponniyin Selvan: I,2022,167,7.8,^^^^^^,"31,005",*****,"Vandiyathevan sets out to cross the Chola land to deliver a message from the Crown Prince Aditha Karikalan. Kundavai attempts to establish political peace as vassals and petty chieftains plot against the throne. Unrest grips the land as a long-tailed comet arrives, signalling a time of turmoil.",Mani Ratnam,"['Vikram', 'Aishwarya Rai Bachchan', 'Jayam Ravi', 'Karthi']"
476,"Aguirre, der Zorn Gottes",1972,95,7.8,^^^^^^,"58,283",*****,"In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado.",Werner Herzog,"['Klaus Kinski', 'Ruy Guerra', 'Helena Rojo', 'Del Negro']"
477,Mảnh Đất Của Tôi,2015,100,7.8,75,"42,382",$0.44M,"In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight.",Martin Zandvliet,"['Roland Møller', 'Louis Hofmann', 'Joel Basman', 'Mikkel Boe Følsgaard']"
478,Mission Majnu,2023,129,7.7,^^^^^^,"37,771",*****,"In the 1970s, an undercover Indian spy takes on a deadly mission to expose a covert nuclear weapons program in the heart of Pakistan.",Shantanu Bagchi,"['Sidharth Malhotra', 'Rashmika Mandanna', 'Parmeet Sethi', 'Zakir Hussain']"
479,Diều Hâu Gãy Cánh,2001,144,7.7,74,"401,360",$108.64M,"The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily armed Somalis.",Ridley Scott,"['Josh Hartnett', 'Ewan McGregor', 'Tom Sizemore', 'Eric Bana']"
480,Apollo 13: Bí Ẩn Mặt Trăng,I 1995,140,7.7,77,"299,374",$173.84M,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,Ron Howard,"['Tom Hanks', 'Bill Paxton', 'Kevin Bacon', 'Gary Sinise']"
481,Quái Vật Không Gian,1979,117,8.5,89,"889,517",$78.90M,The crew of a commercial spacecraft encounter a deadly lifeform after investigating an unknown transmission.,Ridley Scott,"['Sigourney Weaver', 'Tom Skerritt', 'John Hurt', 'Veronica Cartwright']"
482,Tâm Thần Hoảng Loạn,1960,109,8.5,97,"676,819",$32.00M,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run and checks into a remote motel run by a young man under the domination of his mother.",Alfred Hitchcock,"['Anthony Perkins', 'Janet Leigh', 'Vera Miles', 'John Gavin']"
483,Ngôi Nhà Ma,1980,146,8.4,66,"1,030,934",$44.02M,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",Stanley Kubrick,"['Jack Nicholson', 'Shelley Duvall', 'Danny Lloyd', 'Scatman Crothers']"
484,Quái Vật Biến Hình,1982,109,8.2,57,"430,478",$13.78M,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,John Carpenter,"['Kurt Russell', 'Wilford Brimley', 'Keith David', 'Richard Masur']"
485,Tumbbad,2018,104,8.2,^^^^^^,"51,135",*****,A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.,"Directors:Rahi Anil Barve, Anand Gandhi, Adesh Prasad","['Sohum Shah', 'Jyoti Malshe', 'Anita Date-Kelkar', 'Ronjini Chakraborty']"
486,The Exorcist,1973,122,8.1,81,"413,526",$232.91M,"When a teenage girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her daughter.",William Friedkin,"['Ellen Burstyn', 'Max von Sydow', 'Linda Blair', 'Lee J. Cobb']"
487,Les diaboliques,1955,117,8.1,^^^^^^,"66,746",$1.09M,The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.,Henri-Georges Clouzot,"['Simone Signoret', 'Véra Clouzot', 'Paul Meurisse', 'Charles Vanel']"
488,Rosemary's Baby,1968,137,8.0,96,"220,436",*****,"A young couple trying for a baby moves into an aging, ornate apartment building on Central Park West, where they find themselves surrounded by peculiar neighbors.",Roman Polanski,"['Mia Farrow', 'John Cassavetes', 'Ruth Gordon', 'Sidney Blackmer']"
489,Dieu Gi Da Xay Ra Voi Baby Jane?,1962,134,8.0,75,"57,716",$4.05M,A former child star torments her paraplegic sister in their decaying Hollywood mansion.,Robert Aldrich,"['Bette Davis', 'Joan Crawford', 'Victor Buono', 'Wesley Addy']"
490,Das Cabinet des Dr. Caligari,1920,76,8.0,^^^^^^,"65,458",*****,"Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders.",Robert Wiene,"['Werner Krauss', 'Conrad Veidt', 'Friedrich Feher', 'Lil Dagover']"
491,The Blue Elephant,2014,170,8.0,^^^^^^,"28,902",*****,"The story of Dr. Yehia, a psychotherapist at Al Abbasia hospital. He works in the department treating the criminally insane, only to find his best friend to be one of the patients. Trying ...                See full summary »",Marwan Hamed,"['Karim Abdel Aziz', 'Khaled El-Sawi', 'Nilli Karim', 'Mohamed Mamdouh']"
492,Giữa Bầy Xác Sống,2004,99,7.9,76,"564,001",$13.54M,"The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse.",Edgar Wright,"['Simon Pegg', 'Nick Frost', 'Kate Ashfield', 'Lucy Davis']"
493,Låt den rätte komma in,2008,114,7.9,82,"219,889",$2.12M,"Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.",Tomas Alfredson,"['Kåre Hedebrant', 'Lina Leandersson', 'Per Ragnar', 'Henrik Dahl']"
494,Nosferatu,1922,94,7.9,^^^^^^,"99,356",*****,Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.,F.W. Murnau,"['Max Schreck', 'Alexander Granach', 'Gustav von Wangenheim', 'Greta Schröder']"
495,King Kong,1933,100,7.9,90,"86,864",$10.00M,A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.,"Directors:Merian C. Cooper, Ernest B. Schoedsack","['Fay Wray', 'Robert Armstrong', 'Bruce Cabot', 'Frank Reicher']"
496,Quái Thú Vô Hình,1987,107,7.8,47,"428,578",$59.74M,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,John McTiernan,"['Arnold Schwarzenegger', 'Carl Weathers', 'Kevin Peter Hall', 'Elpidia Carrillo']"
497,Ác Nhân,2010,144,7.8,67,"133,678",$0.13M,A secret agent exacts revenge on a serial killer through a series of captures and releases.,Jee-woon Kim,"['Lee Byung-hun', 'Choi Min-sik', 'Jeon Gook-hwan', 'Ho-jin Chun']"
498,Đêm Của Những Thây Ma,1968,96,7.8,89,"131,541",$0.09M,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.,George A. Romero,"['Duane Jones', ""Judith O'Dea"", 'Karl Hardman', 'Marilyn Eastman']"
499,Freaks,1932,64,7.8,80,"47,580",$0.63M,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",Tod Browning,"['Wallace Ford', 'Leila Hyams', 'Olga Baclanova', 'Roscoe Ates']"
500,Dawn of the Dead,1978,127,7.8,71,"122,877",$5.10M,"During an escalating zombie epidemic, two Philadelphia SWAT team members, a traffic reporter and his TV executive girlfriend seek refuge in a secluded shopping mall.",George A. Romero,"['David Emge', 'Ken Foree', 'Scott H. Reiniger', 'Gaylen Ross']"
501,Frankenstein,1931,70,7.8,91,"74,691",*****,Dr. Frankenstein dares to tamper with life and death by creating a human monster out of lifeless body parts.,James Whale,"['Colin Clive', 'Mae Clarke', 'Boris Karloff', 'John Boles']"
502,Bride of Frankenstein,1935,75,7.8,95,"49,882",$4.36M,"Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate.",James Whale,"['Boris Karloff', 'Elsa Lanchester', 'Colin Clive', 'Valerie Hobson']"
503,The Innocents,1961,100,7.8,88,"31,213",$2.62M,A young governess for two children becomes convinced that the house and grounds are haunted.,Jack Clayton,"['Deborah Kerr', 'Peter Wyngarde', 'Megs Jenkins', 'Michael Redgrave']"
504,Trốn Thoát,I 2017,104,7.7,85,"623,263",$176.04M,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",Jordan Peele,"['Daniel Kaluuya', 'Allison Williams', 'Bradley Whitford', 'Catherine Keener']"
505,Sát Nhân Halloween,1978,91,7.7,87,"284,703",$47.00M,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",John Carpenter,"['Donald Pleasence', 'Jamie Lee Curtis', 'Tony Moran', 'Nancy Kyes']"
506,Ma Cây 2,1987,84,7.7,72,"167,995",$5.92M,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,Sam Raimi,"['Bruce Campbell', 'Sarah Berry', 'Dan Hicks', 'Kassie Wesley DePaiva']"
507,Invasion of the Body Snatchers,1956,80,7.7,92,"51,325",*****,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,Don Siegel,"['Kevin McCarthy', 'Dana Wynter', 'Larry Gates', 'King Donovan']"
508,Kẻ Sát Nhân Cuồng Tín,2000,102,7.6,64,"634,431",$15.07M,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",Mary Harron,"['Christian Bale', 'Justin Theroux', 'Josh Lucas', 'Bill Sage']"
509,Ngôi Nhà Toàn Ma,2001,101,7.6,74,"371,856",$96.52M,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.,Alejandro Amenábar,"['Nicole Kidman', 'Christopher Eccleston', 'Fionnula Flanagan', 'Alakina Mann']"
510,Truy Tìm Tung Tích Ảo,III 2018,102,7.6,71,"166,455",$26.02M,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.",Aneesh Chaganty,"['John Cho', 'Debra Messing', 'Joseph Lee', 'Michelle La']"
511,Chuyến Tàu Sinh Tử,2016,118,7.6,73,"227,010",$2.13M,"While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan.",Sang-ho Yeon,"['Gong Yoo', 'Jung Yu-mi', 'Ma Dong-seok', 'Su-an Kim']"
512,Vùng Đất Thây Ma,2009,88,7.6,73,"585,186",$75.59M,"A shy student trying to reach his family in Ohio, a gun-toting bruiser in search of the last Twinkie and a pair of sisters striving to get to an amusement park join forces in a trek across a zombie-filled America.",Ruben Fleischer,"['Jesse Eisenberg', 'Emma Stone', 'Woody Harrelson', 'Abigail Breslin']"
513,Lưỡi Cưa,2004,103,7.6,46,"427,970",$56.00M,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",James Wan,"['Cary Elwes', 'Leigh Whannell', 'Danny Glover', 'Ken Leung']"
514,Chúng Ta Làm Gì Trong Bóng Tối,2014,86,7.6,76,"187,305",$3.33M,"Viago, Deacon, and Vladislav are vampires who are struggling with the mundane aspects of modern life, like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts.","Directors:Jemaine Clement, Taika Waititi","['Jemaine Clement', 'Taika Waititi', 'Cori Gonzalez-Macuer', 'Jonny Brugh']"
515,The Fly,1986,96,7.6,79,"187,064",$40.46M,A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.,David Cronenberg,"['Jeff Goldblum', 'Geena Davis', 'John Getz', 'Joy Boushel']"
516,Tôi Sống Trong Tôi,2011,120,7.6,70,"155,667",$3.19M,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",Pedro Almodóvar,"['Antonio Banderas', 'Elena Anaya', 'Jan Cornet', 'Marisa Paredes']"
517,The Birds,1963,119,7.6,90,"192,442",$11.40M,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,Alfred Hitchcock,"['Rod Taylor', 'Tippi Hedren', 'Jessica Tandy', 'Suzanne Pleshette']"
518,Quay Trối Chết,2017,96,7.6,86,"25,950",*****,"Things go badly for a hack director and film crew shooting a low budget zombie movie in an abandoned WWII Japanese facility, when they are attacked by real zombies.",Shin'ichirô Ueda,"['Takayuki Hamatsu', 'Yuzuki Akiyama', 'Harumi Shuhama', 'Kazuaki Nagaya']"
519,Repulsion,1965,105,7.6,91,"54,299",*****,A sex-repulsed woman who disapproves of her sister's boyfriend sinks into depression and has horrific visions of rape and violence.,Roman Polanski,"['Catherine Deneuve', 'Ian Hendry', 'John Fraser', 'Yvonne Furneaux']"
520,The Invisible Man,1933,71,7.6,87,"36,832",*****,"A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane.",James Whale,"['Claude Rains', 'Gloria Stuart', 'William Harrigan', 'Henry Travers']"
521,Les yeux sans visage,1960,90,7.6,90,"32,642",$0.05M,A surgeon causes an accident which leaves his daughter disfigured and goes to extreme lengths to give her a new face.,Georges Franju,"['Pierre Brasseur', 'Alida Valli', 'Juliette Mayniel', 'Alexandre Rignault']"
522,Kẻ Săn Người Điên Loạn,1960,101,7.6,^^^^^^,"36,585",$0.08M,"A young man murders women, using a movie camera to film their dying expressions of terror.",Michael Powell,"['Karlheinz Böhm', 'Anna Massey', 'Moira Shearer', 'Maxine Audley']"
523,Vampire Hunter D: Bloodlust,2000,103,7.6,62,"32,884",$0.15M,"When a girl is abducted by a vampire, a legendary bounty hunter is hired to bring her back.","Directors:Jack Fletcher, Yoshiaki Kawajiri","['Andrew Philpot', 'John Rafter Lee', 'Pamela Adlon', 'Wendee Lee']"
524,Vùng Đất Câm Lặng,2018,90,7.5,82,"538,067",$188.02M,"In a post-apocalyptic world, a family is forced to live in silence while hiding from monsters with ultra-sensitive hearing.",John Krasinski,"['Emily Blunt', 'John Krasinski', 'Millicent Simmonds', 'Noah Jupe']"
